id_tableau,titre_tableau,source,categorie,sous-categorie,2010,2011,2012,2013,2014,2015,2016,2017,2018
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Bururi,Centres de santé publics,43,44,50,55,59,34,33,33,33
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Bururi,Centres de santé privés,38,42,45,46,28,6,9,9,9
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Bururi,Centres de santé agréés (confessionnels et associatifs),"","","","",19,12,13,13,13
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Bururi,Centres de santé,81,86,95,101,106,54,55,55,55
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Bururi,Hôpitaux publics,4,4,4,4,4,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Bururi,Hôpitaux privés,0,0,0,0,0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Bururi,Hôpitaux agréés(confessionnels et associatifs),"","","","",0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Bururi,Hôpitaux,4,4,4,4,4,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,Districts sanitaires,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,Centres de santé publics,18,22,22,22,22,23,24,33,25
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,Centres de santé privés,5,5,5,5,0,0,3,9,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,Centres de santé agréés (confessionnels et associatifs),"","","","",5,5,5,13,5
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,Centres de santé,23,27,27,27,27,30,32,55,33
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,Hôpitaux publics,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,Hôpitaux privés,0,0,0,0,0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,Hôpitaux agréés(confessionnels et associatifs),"","","","",0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,Hôpitaux,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cibitoke,Districts sanitaires,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cibitoke,Centres de santé publics,30,33,34,37,37,40,43,43,44
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cibitoke,Centres de santé privés,23,26,21,25,26,30,31,28,28
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cibitoke,Centres de santé agréés (confessionnels et associatifs),"","","","",4,4,4,4,5
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cibitoke,Centres de santé,53,59,55,62,67,76,78,75,77
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cibitoke,Hôpitaux publics,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cibitoke,Hôpitaux privés,0,0,0,1,1,1,2,2,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cibitoke,Hôpitaux agréés(confessionnels et associatifs),"","","","",0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Cibitoke,Hôpitaux,2,2,2,3,3,3,4,4,4
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Gitega,Districts sanitaires,4,4,4,4,4,4,4,4,4
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Gitega,Centres de santé publics,26,28,35,36,38,40,41,41,44
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Gitega,Centres de santé privés,23,24,24,24,13,14,15,15,14
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Gitega,Centres de santé agréés (confessionnels et associatifs),"","","","",18,18,18,19,22
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Gitega,Centres de santé,49,52,59,60,69,76,74,75,80
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Gitega,Hôpitaux publics,4,4,4,4,4,5,3,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Gitega,Hôpitaux privés,4,4,4,4,2,2,3,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Gitega,Hôpitaux agréés(confessionnels et associatifs),"","","","",2,2,4,6,7
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Gitega,Hôpitaux,8,8,8,8,8,9,10,10,11
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Karusi,Districts sanitaires,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Karusi,Centres de santé publics,18,18,28,27,29,30,32,32,33
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Karusi,Centres de santé privés,3,4,3,4,0,0,0,0,1
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Karusi,Centres de santé agréés (confessionnels et associatifs),"","","","",3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Karusi,Centres de santé,21,22,31,31,32,35,35,35,37
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Karusi,Hôpitaux publics,1,1,1,1,1,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Karusi,Hôpitaux privés,0,0,0,0,0,0,0,0,1
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Karusi,Hôpitaux agréés(confessionnels et associatifs),"","","","",0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Karusi,Hôpitaux,1,1,1,1,1,2,2,2,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,Districts sanitaires,3,3,3,3,3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,Centres de santé publics,25,28,28,30,34,34,35,34,36
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,Centres de santé privés,15,19,17,16,9,11,8,8,11
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,Centres de santé agréés (confessionnels et associatifs),"","","","",9,11,11,12,12
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,Centres de santé,40,47,45,46,52,59,54,54,59
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,Hôpitaux publics,2,2,2,3,3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,Hôpitaux privés,0,0,0,0,0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,Hôpitaux agréés(confessionnels et associatifs),"","","","",0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,Hôpitaux,2,2,2,3,3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,Districts sanitaires,4,4,4,4,4,4,4,4,4
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,Centres de santé publics,36,38,39,38,39,38,39,39,44
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,Centres de santé privés,7,7,8,11,4,6,4,5,5
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,Centres de santé agréés (confessionnels et associatifs),"","","","",6,7,9,10,10
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,Centres de santé,43,45,47,49,49,55,52,54,59
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,Hôpitaux publics,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,Hôpitaux privés,0,0,0,0,0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,Hôpitaux agréés(confessionnels et associatifs),"","","","",0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,Hôpitaux,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Makamba,Districts sanitaires,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Makamba,Centres de santé publics,23,24,24,25,29,30,31,35,37
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Makamba,Centres de santé privés,20,20,23,23,23,22,25,25,26
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Makamba,Centres de santé agréés (confessionnels et associatifs),"","","","",8,9,9,10,11
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Makamba,Centres de santé,43,44,47,48,60,63,65,70,74
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Makamba,Hôpitaux publics,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Makamba,Hôpitaux privés,0,0,0,0,0,0,3,3,4
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Makamba,Hôpitaux agréés(confessionnels et associatifs),"","","","",0,0,1,1,1
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Makamba,Hôpitaux,2,2,2,2,2,2,6,6,7
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muramvya,Districts sanitaires,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muramvya,Centres de santé publics,13,19,18,20,20,20,20,20,20
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muramvya,Centres de santé privés,7,6,7,6,1,2,4,5,6
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muramvya,Centres de santé agréés (confessionnels et associatifs),"","","","",5,6,9,9,9
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muramvya,Centres de santé,20,25,25,26,26,30,33,34,35
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muramvya,Hôpitaux publics,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muramvya,Hôpitaux privés,0,0,0,0,0,0,0,1,1
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muramvya,Hôpitaux agréés(confessionnels et associatifs),"","","","",0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muramvya,Hôpitaux,2,2,2,2,2,2,2,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Mwaro,Districts sanitaires,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Mwaro,Centres de santé publics,20,18,21,22,22,22,22,22,23
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Mwaro,Centres de santé privés,5,5,7,9,3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Mwaro,Centres de santé agréés (confessionnels et associatifs),"","","","",6,6,6,6,6
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Mwaro,Centres de santé,25,23,28,31,31,33,31,31,32
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Mwaro,Hôpitaux publics,3,3,3,3,3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Mwaro,Hôpitaux privés,0,0,0,0,0,0,1,1,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Mwaro,Hôpitaux agréés(confessionnels et associatifs),"","","","",0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Mwaro,Hôpitaux,3,3,3,3,3,3,4,4,5
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muyinga,Districts sanitaires,3,3,3,3,3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muyinga,Centres de santé publics,28,34,37,38,37,37,38,38,42
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muyinga,Centres de santé privés,13,16,15,16,10,9,7,7,15
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muyinga,Centres de santé agréés (confessionnels et associatifs),"","","","",7,10,11,11,12
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muyinga,Centres de santé,41,50,52,54,54,59,56,56,69
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muyinga,Hôpitaux publics,1,1,3,3,3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muyinga,Hôpitaux privés,0,0,0,0,1,1,2,2,4
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muyinga,Hôpitaux agréés(confessionnels et associatifs),"","","","",0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Muyinga,Hôpitaux,1,1,3,3,4,4,5,5,7
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,Districts sanitaires,3,3,3,3,3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,Centres de santé publics,13,14,14,14,14,15,17,19,20
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,Centres de santé privés,75,84,88,97,98,107,107,110,105
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,Centres de santé agréés (confessionnels et associatifs),"","","","",7,7,7,12,21
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,Centres de santé,88,98,102,111,119,132,131,141,146
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,Hôpitaux publics,5,5,5,5,5,5,5,5,5
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,Hôpitaux privés,10,10,10,10,12,13,15,15,17
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,Hôpitaux agréés(confessionnels et associatifs),"","","","",0,0,1,2,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,Hôpitaux,15,15,15,15,17,18,21,22,25
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,Districts sanitaires,3,3,3,3,3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,Centres de santé publics,34,33,41,44,45,50,51,52,52
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,Centres de santé privés,18,21,21,22,13,19,20,20,18
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,Centres de santé agréés (confessionnels et associatifs),"","","","",12,12,12,12,12
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,Centres de santé,52,54,62,66,70,84,83,84,82
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,Hôpitaux publics,2,2,2,2,2,2,2,2,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,Hôpitaux privés,2,2,2,2,0,0,0,0,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,Hôpitaux agréés(confessionnels et associatifs),"","","","",2,2,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,Hôpitaux,4,4,4,4,4,5,5,5,8
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,Districts sanitaires,"","","","","",2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,Centres de santé publics,"","","","","",32,29,31,31
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,Centres de santé privés,"","","","","",27,30,31,21
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,Centres de santé agréés (confessionnels et associatifs),"","","","","",10,13,13,15
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,Centres de santé,"","","","","",71,72,75,67
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,Hôpitaux publics,"","","","","",1,1,1,1
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,Hôpitaux privés,"","","","","",0,0,1,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,Hôpitaux agréés(confessionnels et associatifs),"","","","","",0,0,0,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,Hôpitaux,"","","","","",1,1,2,5
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rutana,Districts sanitaires,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rutana,Centres de santé publics,25,27,27,27,27,28,29,30,31
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rutana,Centres de santé privés,10,12,12,13,7,8,10,12,11
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rutana,Centres de santé agréés (confessionnels et associatifs),"","","","",7,7,7,7,7
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rutana,Centres de santé,35,39,39,40,41,45,46,49,49
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rutana,Hôpitaux publics,2,2,2,2,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rutana,Hôpitaux privés,1,1,1,1,0,0,0,0,0
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rutana,Hôpitaux agréés(confessionnels et associatifs),"","","","",1,1,1,1,1
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Rutana,Hôpitaux,3,3,3,3,3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,Districts sanitaires,3,3,3,3,3,3,3,3,3
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,Centres de santé publics,25,30,31,31,32,33,33,33,36
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,Centres de santé privés,2,2,2,5,2,2,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,Centres de santé agréés (confessionnels et associatifs),"","","","",2,3,3,4,4
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,Centres de santé,27,32,33,36,36,41,38,39,42
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,Hôpitaux publics,3,3,3,3,3,3,3,4,4
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,Hôpitaux privés,2,2,3,3,2,2,3,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,Hôpitaux agréés(confessionnels et associatifs),"","","","",1,1,2,2,2
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,Hôpitaux,5,5,6,6,6,6,8,8,8
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Total,Districts sanitaires,45,45,45,45,45,46,46,46,46
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Total,Centres de santé publics,422,462,506,524,546,563,578,587,614
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Total,Centres de santé privés,"",344,345,373,276,313,326,330,325
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Total,Centres de santé agréés (confessionnels et associatifs),"","","","",133,142,153,163,181
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Total,Centres de santé,722,806,851,897,955,1064,1057,1080,1120
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Total,Hôpitaux publics,40,41,43,44,44,47,44,44,45
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Total,Hôpitaux privés,23,23,25,25,20,22,31,31,40
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Total,Hôpitaux agréés(confessionnels et associatifs),"","","","",9,9,15,18,22
4.04,Infrastructures sanitaires disponibles par province,MSPLS/Annuaire des statistiques sanitaires.,Total,Hôpitaux,63,64,68,69,73,78,90,93,109
