id_tableau,titre_tableau,source,categorie,sous-categorie,2010,2011,2012,2013,2014,2015,2016,2017,2018
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,Total nouveaux-nés vivants,16387,20283,20215,22215,22228,"",22094,23718,23486
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,"Nouveaux-nés avec poids < 2,15 kg",1123,1340,1305,1336,1548,1674,1594,1903,1337
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Kirundo,Nouveaux-nés décédés,82,493,295,38,233,"",60,65,78
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,Total nouveaux-nés vivants,17836,15261,15826,15606,14268,16280,14030,23295,26239
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,"Nouveaux-nés avec poids < 2,16 kg",1998,1011,632,1030,940,486,1679,1819,1718
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Ngozi,Nouveaux-nés décédés,109,191,177,40,197,"",63,83,85
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,Total nouveaux-nés vivants,14541,12982,12471,13067,14175,17190,17738,18086,19524
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,"Nouveaux-nés avec poids < 2,17 kg",1633,1023,778,1189,1069,1397,1568,1752,1344
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Kayanza,Nouveaux-nés décédés,88,295,201,51,192,187,60,73,58
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,Total nouveaux-nés vivants,7116,7176,7834,7452,7536,8308,8397,11419,13440
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,"Nouveaux-nés avec poids < 2,18 kg",436,375,396,180,454,631,542,461,483
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Cankuzo,Nouveaux-nés décédés,26,81,70,16,70,80,29,18,33
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Rutana,Total nouveaux-nés vivants,10082,8634,9257,10147,10550,10906,11663,17747,20230
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Rutana,"Nouveaux-nés avec poids < 2,19 kg",467,594,660,532,505,1042,832,1230,875
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Rutana,Nouveaux-nés décédés,49,108,102,15,60,78,47,20,31
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,Total nouveaux-nés vivants,12206,11720,12928,12666,14553,16457,17557,23656,26866
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,"Nouveaux-nés avec poids < 2,20 kg",1051,928,853,1016,916,1726,1465,1392,1503
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Ruyigi,Nouveaux-nés décédés,70,147,84,14,179,104,49,39,78
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,Total nouveaux-nés vivants,19709,5513,6191,5890,5575,4422,4799,22258,24759
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,"Nouveaux-nés avec poids < 2,21 kg",1149,429,284,282,328,1048,1164,2483,2112
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,BUjumbura-Mairie,Nouveaux-nés décédés,146,41,42,7,45,33,51,33,71
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,Total nouveaux-nés vivants,"","","","","","",21896,26009,26993
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,"Nouveaux-nés avec poids < 2,22 kg","","","","","","",460,239,428
4.16,Suivis des naissances dans les centres de santé par province.,MSPLS/Annuaire des statistiques sanitaires.,Rumonge,Nouveaux-nés décédés,"","","","","","",11,20,5
